	translatome	tran_name	tran_annotation	tran_category	proteome	prot_name	prot_annotation	prot_category	correlation
5369	P61962	DCAF7	DDB1- and CUL4-associated factor 7;DCAF7;ortholog		P30046				-0.339811616300044
5370	Q9Y2R9	MRPS7	28S ribosomal protein S7	ribosomal protein(PC00202)	Q9BPZ3				-0.33984614289370296
5371	Q8N6R0				Q00266_P31153				-0.339918793601981
5372	Q9BUL9	RPP25	Ribonuclease P protein subunit p25;RPP25;ortholog	endoribonuclease(PC00094)	Q14980	NUMA1	Nuclear mitotic apparatus protein 1;NUMA1;ortholog	microtubule or microtubule-binding cytoskeletal protein(PC00157)	-0.340089989826258
5373	P19338	NCL	Nucleolin;NCL;ortholog		P0DTC2		Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.340683846914175
5374	P11142	HSPA8	Heat shock cognate 71 kDa protein;HSPA8;ortholog		Q9UPN6				-0.34122082425804495
5375	Q9BUL9	RPP25	Ribonuclease P protein subunit p25;RPP25;ortholog	endoribonuclease(PC00094)	Q49A26				-0.341683943948199
5376	Q8NC51				Q14739	LBR	Delta(14)-sterol reductase;LBR;ortholog	reductase(PC00198)	-0.34178042888499
5377	Q8N6R0				P48507	GCLM	Glutamate--cysteine ligase regulatory subunit;GCLM;ortholog	ligase(PC00142)	-0.342432900269402
5378	Q9BUL9	RPP25	Ribonuclease P protein subunit p25;RPP25;ortholog	endoribonuclease(PC00094)	Q9Y224	C14orf166	RNA transcription		-0.342511439648451
5379	P35754	GLRX	Glutaredoxin-1;GLRX;ortholog		P11388	TOP2A			-0.34262000760188105
5380	Q9Y281				Q49A26				-0.34273954044829497
5381	P20340	RAB6A	Ras-related protein Rab-6A;RAB6A;ortholog		Q9H0H5	RACGAP1	Rac GTPase-activating protein 1;RACGAP1;ortholog	GTPase-activating protein(PC00257)	-0.342745688365693
5382	P11142	HSPA8	Heat shock cognate 71 kDa protein;HSPA8;ortholog		Q96K21				-0.342930649388951
5383	P53602	MVD			O60292				-0.34320630685936304
5384	Q9NQG5	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B;RPRD1B;ortholog	kinase inhibitor(PC00139)	Q14980	NUMA1	Nuclear mitotic apparatus protein 1;NUMA1;ortholog	microtubule or microtubule-binding cytoskeletal protein(PC00157)	-0.343220599442369
5385	P68104	EEF1A1	Elongation factor 1-alpha 1;EEF1A1;ortholog	translation factor(PC00223)	Q14166	TTLL12	Tubulin--tyrosine ligase-like protein 12;TTLL12;ortholog		-0.343489008554136
5386	Q14978				P0DTC2		Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.34363299291328897
5387	P62273	RPS29	40S ribosomal protein S29;RPS29;ortholog		O75643	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase;SNRNP200;ortholog	scaffold/adaptor protein(PC00226)	-0.343796377686529
5388	P49643	PRIM2	DNA primase large subunit;PRIM2;ortholog	primase(PC00189)	P31948	STIP1	Stress-induced-phosphoprotein 1;STIP1;ortholog		-0.343983442908258
5389	P19338	NCL	Nucleolin;NCL;ortholog		P0DTC3		Protein 3a (Accessory protein 3a) (Protein U274) (Protein X1)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.343988022121609
5390	P05783	KRT18	Keratin		O15162				-0.3444626655701789
5391	Q96EL3	MRPL53	39S ribosomal protein L53		O15551	CLDN3	Claudin-3;CLDN3;ortholog	tight junction(PC00214)	-0.344778141076001
5392	Q03701				O15551	CLDN3	Claudin-3;CLDN3;ortholog	tight junction(PC00214)	-0.34483241123489594
5393	P61962	DCAF7	DDB1- and CUL4-associated factor 7;DCAF7;ortholog		Q2M2H8				-0.344865215101104
5394	O75494	SRSF10	Serine/arginine-rich splicing factor 10;SRSF10;ortholog	RNA splicing factor(PC00148)	P48730_P49674				-0.34499026127082305
5395	P35754	GLRX	Glutaredoxin-1;GLRX;ortholog		Q9H1X3				-0.345036705583731
5396	Q13907	IDI1			P0DTC3		Protein 3a (Accessory protein 3a) (Protein U274) (Protein X1)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.345236297916952
5397	P19338	NCL	Nucleolin;NCL;ortholog		P0DTC9		Nucleoprotein (Nucleocapsid protein) (NC) (Protein N)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.34535732580374
5398	P19338	NCL	Nucleolin;NCL;ortholog		O95274	LYPD3	Ly6/PLAUR domain-containing protein 3;LYPD3;ortholog	transmembrane signal receptor(PC00197)	-0.345517850496784
5399	Q7Z3J2	C16orf62	VPS35 endosomal protein sorting factor-like;VPS35L;ortholog		O14777	NDC80	Kinetochore protein NDC80 homolog;NDC80;ortholog	transcription cofactor(PC00217)	-0.345602094794379
5400	P00480	OTC	Ornithine carbamoyltransferase		O15162				-0.34572892898946195
5401	P08865	RPSA	40S ribosomal protein SA;RPSA;ortholog	ribosomal protein(PC00202)	O43795				-0.34625201925257
5402	O95573	ACSL3	Long-chain-fatty-acid--CoA ligase 3;ACSL3;ortholog	ligase(PC00142)	Q7Z3J2	C16orf62	VPS35 endosomal protein sorting factor-like;VPS35L;ortholog		-0.346542233142448
5403	Q9NQG5	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B;RPRD1B;ortholog	kinase inhibitor(PC00139)	O43795				-0.346891184400625
5404	P35754	GLRX	Glutaredoxin-1;GLRX;ortholog		Q8WWK9				-0.34741323807971397
5405	P05783	KRT18	Keratin		Q7KZ85	SUPT6H	Transcription elongation factor SPT6;SUPT6H;ortholog	general transcription factor(PC00259)	-0.347734749526928
5406	Q9Y2B0				O60292				-0.34797989664800705
5407	Q9Y2W1	THRAP3	Thyroid hormone receptor-associated protein 3;THRAP3;ortholog	nucleic acid binding protein(PC00171)	Q14739	LBR	Delta(14)-sterol reductase;LBR;ortholog	reductase(PC00198)	-0.348067680175318
5408	P06748	NPM1	Nucleophosmin;NPM1;ortholog	chaperone(PC00072)	P06748	NPM1	Nucleophosmin;NPM1;ortholog	chaperone(PC00072)	-0.34812699699930394
5409	P00480	OTC	Ornithine carbamoyltransferase		P31948	STIP1	Stress-induced-phosphoprotein 1;STIP1;ortholog		-0.348187459102136
5410	Q00839	HNRNPU	Heterogeneous nuclear ribonucleoprotein U;HNRNPU;ortholog		O14777	NDC80	Kinetochore protein NDC80 homolog;NDC80;ortholog	transcription cofactor(PC00217)	-0.34823704077906603
5411	Q13907	IDI1			P14174	MIF			-0.3482598610131189
5412	Q14527	HLTF	Helicase-like transcription factor;HLTF;ortholog		O75116	ROCK2	Rho-associated protein kinase 2;ROCK2;ortholog	non-receptor serine/threonine protein kinase(PC00167)	-0.348918396529159
5413	Q14566	MCM6	DNA replication licensing factor MCM6;MCM6;ortholog	DNA binding protein(PC00009)	Q03169				-0.34914651592750495
5414	P47756	CAPZB	F-actin-capping protein subunit beta;CAPZB;ortholog	non-motor actin binding protein(PC00165)	Q69YU5				-0.349191264234187
5415	A6NHR9				Q6NXT1				-0.349745302131
5416	P20340	RAB6A	Ras-related protein Rab-6A;RAB6A;ortholog		O60292				-0.350091766778455
5417	Q14978				P0DTC3		Protein 3a (Accessory protein 3a) (Protein U274) (Protein X1)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.350292969279673
5418	Q14978				P0DTC9		Nucleoprotein (Nucleocapsid protein) (NC) (Protein N)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.35042797877792004
5419	Q9UHR5	SAP30BP	SAP30-binding protein;SAP30BP;ortholog		Q16719	KYNU	Kynureninase;KYNU;ortholog	hydrolase(PC00121)	-0.350825052591284
5420	Q96EL3	MRPL53	39S ribosomal protein L53		P35249	RFC4	Replication factor C subunit 4;RFC4;ortholog	DNA-directed DNA polymerase(PC00018)	-0.35085190333859995
5421	P61962	DCAF7	DDB1- and CUL4-associated factor 7;DCAF7;ortholog		P24666				-0.35153833056391803
5422	P08238	HSP90AB1	Heat shock protein HSP 90-beta;HSP90AB1;ortholog	Hsp90 family chaperone(PC00028)	Q9UPN6				-0.35160239972241203
5423	P62316	SNRPD2	Small nuclear ribonucleoprotein Sm D2;SNRPD2;ortholog	RNA processing factor(PC00147)	Q2TAA5	ALG11	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1		-0.351737307262979
5424	P21291	CSRP1	Cysteine and glycine-rich protein 1;CSRP1;ortholog	actin or actin-binding cytoskeletal protein(PC00041)	Q2M2H8				-0.35195845877202897
5425	P49792	RANBP2	E3 SUMO-protein ligase RanBP2;RANBP2;ortholog	scaffold/adaptor protein(PC00226)	P0DTC6		Non-structural protein 6 (ns6) (Accessory protein 6) (Protein X3)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.35199238689234996
5426	P20340	RAB6A	Ras-related protein Rab-6A;RAB6A;ortholog		Q8WUX9	CHMP7	Charged multivesicular body protein 7;CHMP7;ortholog	membrane traffic protein(PC00150)	-0.352173174818283
5427	Q8NC51				Q16719	KYNU	Kynureninase;KYNU;ortholog	hydrolase(PC00121)	-0.35227830178396397
5428	O60313	OPA1	Dynamin-like 120 kDa protein	membrane traffic protein(PC00150)	O43747	AP1G1	AP-1 complex subunit gamma-1;AP1G1;ortholog	membrane traffic protein(PC00150)	-0.35253505615072706
5429	Q7Z3J2	C16orf62	VPS35 endosomal protein sorting factor-like;VPS35L;ortholog		P11388	TOP2A			-0.35295819455580296
5430	O75494	SRSF10	Serine/arginine-rich splicing factor 10;SRSF10;ortholog	RNA splicing factor(PC00148)	Q15465	SHH	Sonic hedgehog protein;SHH;ortholog		-0.353594506843137
5431	Q07021	C1QBP	Complement component 1 Q subcomponent-binding protein		O94956	SLCO2B1	Solute carrier organic anion transporter family member 2B1;SLCO2B1;ortholog	transporter(PC00227)	-0.354231054060151
5432	Q14166	TTLL12	Tubulin--tyrosine ligase-like protein 12;TTLL12;ortholog		Q6NXT1				-0.354381535874337
5433	Q14527	HLTF	Helicase-like transcription factor;HLTF;ortholog		O75643	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase;SNRNP200;ortholog	scaffold/adaptor protein(PC00226)	-0.35490858508102
5434	P32004	L1CAM	Neural cell adhesion molecule L1;L1CAM;ortholog		Q6NXT1				-0.35526297759314795
5435	Q00839	HNRNPU	Heterogeneous nuclear ribonucleoprotein U;HNRNPU;ortholog		Q49A26				-0.355491536360254
5436	Q86Y07				P11388	TOP2A			-0.35560067535555495
5437	P62316	SNRPD2	Small nuclear ribonucleoprotein Sm D2;SNRPD2;ortholog	RNA processing factor(PC00147)	P0DTC1		Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (Leader protein); Non-structural protein 2 (nsp2) (p65 homolog); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.-) (PL2-PRO) (Papain-like proteinase) (PL-PRO) (SARS coronavirus main proteinase); Non-structural protein 4 (nsp4); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.69) (nsp5); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Non-structural protein 9 (nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); Non-structural protein 11 (nsp11)]	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.35625465875043494
5438	Q92626	PXDN	Peroxidasin homolog;PXDN;ortholog	peroxidase(PC00180)	P35869	AHR	Aryl hydrocarbon receptor;AHR;ortholog	basic helix-loop-helix transcription factor(PC00055)	-0.35646356762682707
5439	P62841	RPS15	40S ribosomal protein S15;RPS15;ortholog	ribosomal protein(PC00202)	Q14739	LBR	Delta(14)-sterol reductase;LBR;ortholog	reductase(PC00198)	-0.35665885651412005
5440	Q13907	IDI1			Q16778	HIST2H2BE	Histone H2B type 2-E;HIST2H2BE;ortholog	histone(PC00118)	-0.356663917941909
5441	P28370				Q99519	NEU1	Sialidase-1;NEU1;ortholog	hydrolase(PC00121)	-0.356737091448597
5442	Q9Y2B0				P35869	AHR	Aryl hydrocarbon receptor;AHR;ortholog	basic helix-loop-helix transcription factor(PC00055)	-0.35678140614789894
5443	P19338	NCL	Nucleolin;NCL;ortholog		P0DTD2		Protein 9b (Accessory protein 9b) (ORF-9b)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.357031640707551
5444	P05787	KRT8	Keratin		P06748	NPM1	Nucleophosmin;NPM1;ortholog	chaperone(PC00072)	-0.35725073981712296
5445	P62316	SNRPD2	Small nuclear ribonucleoprotein Sm D2;SNRPD2;ortholog	RNA processing factor(PC00147)	P0DTC9		Nucleoprotein (Nucleocapsid protein) (NC) (Protein N)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.357481381097573
5446	Q14978				O95274	LYPD3	Ly6/PLAUR domain-containing protein 3;LYPD3;ortholog	transmembrane signal receptor(PC00197)	-0.357495251642401
5447	Q9BUL9	RPP25	Ribonuclease P protein subunit p25;RPP25;ortholog	endoribonuclease(PC00094)	P11388	TOP2A			-0.35808233572640097
5448	A6NHR9				Q16719	KYNU	Kynureninase;KYNU;ortholog	hydrolase(PC00121)	-0.35815299948725
5449	Q9NQG5	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B;RPRD1B;ortholog	kinase inhibitor(PC00139)	P04264_P04259_P02538_P04264_P05787_P13647				-0.35842944797748105
5450	Q96EL3	MRPL53	39S ribosomal protein L53		Q13257	MAD2L1	Mitotic spindle assembly checkpoint protein MAD2A;MAD2L1;ortholog		-0.358818083895654
5451	P62841	RPS15	40S ribosomal protein S15;RPS15;ortholog	ribosomal protein(PC00202)	P61158	ACTR3	Actin-related protein 3;ACTR3;ortholog	actin and actin related protein(PC00039)	-0.35928550766972495
5452	Q14527	HLTF	Helicase-like transcription factor;HLTF;ortholog		Q8WYA6	CTNNBL1	Beta-catenin-like protein 1;CTNNBL1;ortholog		-0.35937410260763897
5453	P05787	KRT8	Keratin		Q96K21				-0.360189729139622
5454	P30040				Q13362	PPP2R5C	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform;PPP2R5C;ortholog	protein phosphatase(PC00195)	-0.36053614659086
5455	O60313	OPA1	Dynamin-like 120 kDa protein	membrane traffic protein(PC00150)	P15260	IFNGR1	Interferon gamma receptor 1;IFNGR1;ortholog	transmembrane signal receptor(PC00197)	-0.36069173326127396
5456	P62316	SNRPD2	Small nuclear ribonucleoprotein Sm D2;SNRPD2;ortholog	RNA processing factor(PC00147)	P02533_P08727_Q9D312_P19012_Q04695_P19001_P08727_P08779_P35900				-0.360892971940637
5457	Q14527	HLTF	Helicase-like transcription factor;HLTF;ortholog		P31321	PRKAR1B	cAMP-dependent protein kinase type I-beta regulatory subunit;PRKAR1B;ortholog		-0.360896795693928
5458	Q96A33				P46013				-0.36185109030403895
5459	Q13907	IDI1			P0DTC6		Non-structural protein 6 (ns6) (Accessory protein 6) (Protein X3)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.36265197576653396
5460	Q14978				P0DTD2		Protein 9b (Accessory protein 9b) (ORF-9b)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.36283498026194294
5461	P35754	GLRX	Glutaredoxin-1;GLRX;ortholog		Q8TB92	HMGCLL1	3-hydroxymethyl-3-methylglutaryl-CoA lyase	lyase(PC00144)	-0.362954327971901
5462	P20340	RAB6A	Ras-related protein Rab-6A;RAB6A;ortholog		P09496	CLTA	Clathrin light chain A;CLTA;ortholog	vesicle coat protein(PC00235)	-0.3632172362562299
5463	Q9NX63	CHCHD3	MICOS complex subunit MIC19;CHCHD3;ortholog		O15551	CLDN3	Claudin-3;CLDN3;ortholog	tight junction(PC00214)	-0.363354298998893
5464	Q86TU7	SETD3	Actin-histidine N-methyltransferase;SETD3;ortholog		Q99519	NEU1	Sialidase-1;NEU1;ortholog	hydrolase(PC00121)	-0.363552248682297
5465	Q00341	HDLBP	Vigilin;HDLBP;ortholog	RNA binding protein(PC00031)	Q9BPZ3				-0.36364063737766
5466	Q7Z3J2	C16orf62	VPS35 endosomal protein sorting factor-like;VPS35L;ortholog		Q69YU5				-0.3636950906669821
5467	Q13907	IDI1			O14818	PSMA7	Proteasome subunit alpha type-7;PSMA7;ortholog		-0.36447300833472995
5468	Q13907	IDI1			P0DTC1		Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (Leader protein); Non-structural protein 2 (nsp2) (p65 homolog); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.-) (PL2-PRO) (Papain-like proteinase) (PL-PRO) (SARS coronavirus main proteinase); Non-structural protein 4 (nsp4); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.69) (nsp5); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Non-structural protein 9 (nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); Non-structural protein 11 (nsp11)]	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.364528647181279
5469	Q14566	MCM6	DNA replication licensing factor MCM6;MCM6;ortholog	DNA binding protein(PC00009)	O43795				-0.364859979526534
5470	Q07021	C1QBP	Complement component 1 Q subcomponent-binding protein		O14777	NDC80	Kinetochore protein NDC80 homolog;NDC80;ortholog	transcription cofactor(PC00217)	-0.36491188372851296
5471	Q9Y2R9	MRPS7	28S ribosomal protein S7	ribosomal protein(PC00202)	P19404	NDUFV2	NADH dehydrogenase [ubiquinone] flavoprotein 2		-0.365252789436241
5472	P68104	EEF1A1	Elongation factor 1-alpha 1;EEF1A1;ortholog	translation factor(PC00223)	Q03135	CAV1			-0.36613390246636396
5473	P05783	KRT18	Keratin		Q96K21				-0.366560607976394
5474	P05783	KRT18	Keratin		Q7Z3J2	C16orf62	VPS35 endosomal protein sorting factor-like;VPS35L;ortholog		-0.366904045639755
5475	Q92626	PXDN	Peroxidasin homolog;PXDN;ortholog	peroxidase(PC00180)	O95478				-0.367024043983794
5476	Q9Y2B0				P31948	STIP1	Stress-induced-phosphoprotein 1;STIP1;ortholog		-0.36781057663217703
5477	P49792	RANBP2	E3 SUMO-protein ligase RanBP2;RANBP2;ortholog	scaffold/adaptor protein(PC00226)	P06748	NPM1	Nucleophosmin;NPM1;ortholog	chaperone(PC00072)	-0.368031165296858
5478	P05787	KRT8	Keratin		Q9Y224	C14orf166	RNA transcription		-0.368189610112952
5479	Q13907	IDI1			Q9H190				-0.3682244518429171
5480	P53602	MVD			P50395	GDI2	Rab GDP dissociation inhibitor beta;GDI2;ortholog	G-protein modulator(PC00022)	-0.368644492591735
5481	P10412	HIST1H1E	Histone H1.4;HIST1H1E;ortholog	histone(PC00118)	O15162				-0.368901510771039
5482	P30040				Q16778	HIST2H2BE	Histone H2B type 2-E;HIST2H2BE;ortholog	histone(PC00118)	-0.369219301388972
5483	O95573	ACSL3	Long-chain-fatty-acid--CoA ligase 3;ACSL3;ortholog	ligase(PC00142)	P31948	STIP1	Stress-induced-phosphoprotein 1;STIP1;ortholog		-0.369963528557826
5484	P08865	RPSA	40S ribosomal protein SA;RPSA;ortholog	ribosomal protein(PC00202)	P31948	STIP1	Stress-induced-phosphoprotein 1;STIP1;ortholog		-0.370095686347742
5485	Q8NE71	ABCF1	ATP-binding cassette sub-family F member 1;ABCF1;ortholog	translation elongation factor(PC00222)	P09496	CLTA	Clathrin light chain A;CLTA;ortholog	vesicle coat protein(PC00235)	-0.370699123341319
5486	P35754	GLRX	Glutaredoxin-1;GLRX;ortholog		P08174	CD55	Complement decay-accelerating factor;CD55;ortholog		-0.370919012134146
5487	Q5T6V5				Q9H0H5	RACGAP1	Rac GTPase-activating protein 1;RACGAP1;ortholog	GTPase-activating protein(PC00257)	-0.371854751766351
5488	P19338	NCL	Nucleolin;NCL;ortholog		P0DTC6		Non-structural protein 6 (ns6) (Accessory protein 6) (Protein X3)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.37271769303262303
5489	Q86Y07				P31948	STIP1	Stress-induced-phosphoprotein 1;STIP1;ortholog		-0.373696088467186
5490	Q9Y2B0				Q9H190				-0.37378582403345206
5491	Q00341	HDLBP	Vigilin;HDLBP;ortholog	RNA binding protein(PC00031)	Q9H0H5	RACGAP1	Rac GTPase-activating protein 1;RACGAP1;ortholog	GTPase-activating protein(PC00257)	-0.37404469892960795
5492	Q14566	MCM6	DNA replication licensing factor MCM6;MCM6;ortholog	DNA binding protein(PC00009)	Q9Y224	C14orf166	RNA transcription		-0.37466419713478794
5493	P00480	OTC	Ornithine carbamoyltransferase		P48507	GCLM	Glutamate--cysteine ligase regulatory subunit;GCLM;ortholog	ligase(PC00142)	-0.374682040233098
5494	A6NHR9				Q14739	LBR	Delta(14)-sterol reductase;LBR;ortholog	reductase(PC00198)	-0.37481951051603296
5495	Q9UHR5	SAP30BP	SAP30-binding protein;SAP30BP;ortholog		P08174	CD55	Complement decay-accelerating factor;CD55;ortholog		-0.37497273688284
5496	P06280	GLA	Alpha-galactosidase A;GLA;ortholog		Q9NQ84				-0.37536711634210707
5497	P09211	GSTP1	Glutathione S-transferase P;GSTP1;ortholog		Q13362	PPP2R5C	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform;PPP2R5C;ortholog	protein phosphatase(PC00195)	-0.3755994489501529
5498	O75494	SRSF10	Serine/arginine-rich splicing factor 10;SRSF10;ortholog	RNA splicing factor(PC00148)	Q9Y224	C14orf166	RNA transcription		-0.37569809097556395
5499	Q7Z3J2	C16orf62	VPS35 endosomal protein sorting factor-like;VPS35L;ortholog		Q49A26				-0.37587153440821297
5500	Q9Y281				Q9H0H5	RACGAP1	Rac GTPase-activating protein 1;RACGAP1;ortholog	GTPase-activating protein(PC00257)	-0.37614527101176204
5501	P10412	HIST1H1E	Histone H1.4;HIST1H1E;ortholog	histone(PC00118)	Q9NPE3	NOP10	H/ACA ribonucleoprotein complex subunit 3;NOP10;ortholog	RNA binding protein(PC00031)	-0.3762429946160711
5502	P28370				O15551	CLDN3	Claudin-3;CLDN3;ortholog	tight junction(PC00214)	-0.376392442978391
5503	P35754	GLRX	Glutaredoxin-1;GLRX;ortholog		Q7Z434	MAVS	Mitochondrial antiviral-signaling protein;MAVS;ortholog		-0.37656878921008297
5504	Q14527	HLTF	Helicase-like transcription factor;HLTF;ortholog		Q7KZ85	SUPT6H	Transcription elongation factor SPT6;SUPT6H;ortholog	general transcription factor(PC00259)	-0.376740036740509
5505	Q00341	HDLBP	Vigilin;HDLBP;ortholog	RNA binding protein(PC00031)	O75116	ROCK2	Rho-associated protein kinase 2;ROCK2;ortholog	non-receptor serine/threonine protein kinase(PC00167)	-0.37674778197983705
